Temperature,Concentration,Diffusion Coefficient,R^2,stderr
281.12312312312315,66,8.97306328275749e-12,0.9526315623140107,7.07937126389942e-06
281.02302302302303,66,5.03506668418341e-11,0.9884543162318475,3.277679685220356e-05
280.4224224224224,66,9.554075292181064e-12,0.8707197637985806,2.081786342385824e-05
280.22222222222223,66,2.7162263985052114e-11,0.9745750387203485,2.3084365555600213e-05
280.1221221221221,66,3.4542244768133185e-11,0.9965060622339983,9.312033130334437e-06
279.22122122122124,66,1.8806756980704868e-11,0.996840655978158,5.394408548345984e-06
279.021021021021,66,1.385630200206774e-11,0.8921530763287286,1.6009851552114733e-05
278.8208208208208,66,1.4051500367663025e-11,0.9917815059591115,6.986254754907431e-06
278.42042042042044,66,3.3167554483009756e-11,0.9974746669376082,7.374221718971432e-06
277.4194194194194,66,9.998414479123662e-11,0.9962649921427,2.9933470025902073e-05
276.6186186186186,66,1.800247851021609e-11,0.9869316072615958,9.094648652992762e-06
276.51851851851853,66,1.6979125582273408e-11,0.9771973025158261,1.1371633484464985e-05
276.2182182182182,66,2.5896534732533956e-11,0.9587155854728011,2.087488341441411e-05
275.71771771771773,66,2.8215384208678096e-11,0.975570758723269,1.952882388582345e-05
275.1171171171171,66,6.860267435341672e-11,0.9643004154540662,8.781977388256755e-05
275.017017017017,66,3.4273194917551804e-11,0.9883026543217357,1.7217881411880312e-05
274.41641641641644,66,5.638788443205322e-11,0.9900256972494303,2.3730742205565207e-05
274.11611611611613,66,6.357488884008282e-11,0.986809639964783,3.157895706336403e-05
273.8158158158158,66,4.259294414233244e-11,0.9946545798565826,1.444414928269479e-05
273.4154154154154,66,8.765934297157578e-12,0.9352646686189574,9.935149524315273e-06
271.9139139139139,66,3.7063596878664936e-11,0.9213128970162913,6.232644020990957e-05
271.3133133133133,66,2.4983096808983005e-11,0.997481658867777,6.731856777527782e-06
271.1131131131131,66,2.3292952129374435e-12,0.5146227945227382,9.296034667603141e-06
270.91291291291293,66,2.4295185496149506e-11,0.9928556083171413,8.81496460897398e-06
270.7127127127127,66,1.6136590743788623e-11,0.9324446080089575,2.1372496121188844e-05
270.5125125125125,66,3.021362987830256e-11,0.9839040022651353,1.815111374242775e-05
269.9119119119119,66,2.997126667370805e-11,0.998792307793328,6.32694501526916e-06
269.5115115115115,66,2.743653335446161e-11,0.9982855455847074,5.447553393998227e-06
268.4104104104104,66,2.5864396192287154e-11,0.9862830896983258,1.316228605200037e-05
268.1101101101101,66,7.501275186277991e-11,0.9990730302174612,1.431022599884093e-05
267.7097097097097,66,1.1590411056704645e-11,0.9775753033048118,7.204527845982726e-06
